Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
LUCIANA ALVES RIBEIRO DOS SANTOS - ME;24/12/2013;Salgueiro;PE
TEK TURBO PROVEDOR DE INTERNET LTDA - ME;07/11/2008;Catalão;GO
W CONNECT INFORMÁTICA E TELECOMUNICAÇÕES LTDA - ME;04/12/2012;Pedro Leopoldo;MG
X2 NET SERVICOS DE COMUNICACAO LTDA - ME;20/11/2015;São Paulo;SP
DOLENKEI TELECOM LTDA - ME;13/05/2014;Ponta Grossa;PR
ALEXANDRE AGRINFO RIBEIRO;27/04/2012;Viamão;RS
NOVA NET TELECOMUNICACOES LTDA - ME;29/03/2017;Brasília;DF
SPEED MG TELECOM LTDA - ME;19/11/2015;Timóteo;MG
CLEYTON COSTA ESTRELA ME;01/04/2016;Varjão de Minas;MG
NET STORE TECNOLOGIA LTDA;03/01/2012;Anápolis;GO
EMTEC EMPRESA DE TECNOLOGIA EMPREENDIMENTOS DE COMUNICACOES E INFORMATICA LTDA;22/12/2009;Campo Verde;MT
MIL NEGOCIOS LTDA-ME;24/10/2003;Itajaí;SC
NIQTURBO PIMENTEL E MOREIRA LTDA;21/01/2008;Niquelândia;GO
ANJOS INFORMATICA LTDA ME;31/07/2009;Maringá;PR
GO TURBO TELECOMUNICACOES EIRELI - ME;29/12/2016;Goiânia;GO
NEXTEL TELECOMUNICACOES LTDA;05/07/2005;São Paulo;SP
CHAVES E LEAL LTDA;25/08/2011;Piranhas;GO
S.O. DO BRASIL TELECOMUNICACOES LTDA - EPP;04/09/2007;Volta Redonda;RJ
QI EQUIPAMENTOS PARA INFORMATICA LTDA;17/10/2007;Palotina;PR
RODRIGO VENTURA ALVES - COMUNICAÇÕES - ME;20/06/2014;Fernandópolis;SP
MEGAONDA TELECOM LTDA ;30/08/2012;São Gonçalo;RJ
FREE WAY TECNOLOGIA LTDA;25/09/2012;Campo Grande;MS
H. F. SOBRINHO & CIA LTDA;13/07/2012;Araguaína;TO
LINK PRIME TECNOLOGIA LTDA - EPP;11/08/2016;Canaã dos Carajás;PA
A L RODRIGUES EIRELI - ME;14/06/2017;Bela Vista;MS
ACCESS NET EIRELI - ME;17/10/2016;São Domingos do Maranhão;MA
TELMICRO -TELECOMUNICAÇÕES & MICROINFORMATICA LTDA - ME;03/10/2016;Governador Valadares;MG
R N DE CASTRO PROVEDOR DE INTERNET ;29/12/2014;São Miguel do Gostoso;RN
SFERANET PROVEDOR DE INTERNET EIRELI - EPP;06/02/2017;Bastos;SP
GRAVATA NET LTDA ME;20/10/2011;Gravatá;PE
REDENORTE COMERCIO E SERVICOS LTDA - ME;01/11/2007;Paragominas;PA
CAREASSUNET INFORMATICA LTDA - ME;10/04/2012;Careaçu;MG
SILVA DEVECHIO & PIRES DEVECHIO COMUNICAÇAO MULTIMIDIA LTDA - ME;27/05/2014;Caraguatatuba;SP
G. H. VASCONCELOS TECNOLOGIA - ME;10/10/2016;Piracicaba;SP
M A DE M VIDAL - ME;18/04/2017;Itapipoca;CE
ON TELECOMUNICAÇÕES LTDA;20/10/2011;Campinas;SP
DINONET INFORMATICA LTDA;01/11/2010;Orlândia;SP
EMME SERVICE EIRELI - EPP;29/03/2016;Vacaria;RS
LUIS SERGIO RODRIGUES FERNANDES - ME;07/12/2016;Reriutaba;CE
HERBERT ALVES DA SILVA - ME;09/05/2016;Morpará;BA
N.C. CHIEREGUINI RODRIGUES - ME;27/07/2016;Pedregulho;SP
ADV NET SOLUTION INFORMÁTICA LTDA - ME;25/11/2011;Santana de Parnaíba;SP
L. FIORANTE COLLELA - INFORMATICA.-ME;11/06/2010;Caçapava;SP
MMDS BAHIA LTDA.;25/10/2013;São Paulo;SP
NETWORK DIGITAL LTDA - ME;24/01/2014;Otacílio Costa;SC
HUGO SILVA MENDES -ME;30/10/2014;Pontes e Lacerda;MT
VM OPENLINK COMUNICACAO MULTIMIDIA LTDA EPP;13/07/2006;Carmo;RJ
CYBERMAIS TECNOLOGIA EM INFORMATICA LTDA;27/03/2009;Foz do Iguaçu;PR
CONEXA TECNOLOGIA DA INFORMACAO LTDA;30/09/2013;Fortaleza;CE
DATACIT DATA CENTRO DE INFORMATICA E TECNOLOGIA LTDA;02/04/2012;Irará;BA
ELO MULTIMIDIA LTDA.;20/06/2014;São Luís;MA
VIANET INFORMATICA EIRELI - ME;25/06/2014;Guaíra;PR
SUPERI TELECOMUNICACOES LTDA;13/12/2011;Ipameri;GO
OI S.A.- EM RECUPERAÇÃO JUDICIAL;12/11/2004;Rio de Janeiro;RJ
NDX NET SERVICOS DE INFORMATICA LTDA ;11/06/2010;Rio de Janeiro;RJ
A S DOS SANTOS - ME;08/09/2016;Maceió;AL
MARIA TEREZA PEIXOTO ALMEIDA - ME;06/03/2017;Rio Novo;MG
REDE ULTRACONECTA NET LTDA ME;19/02/2016;Parnaíba;PI
F.R.M. DE SA SISTEMAS - ME;01/12/2015;Canindé;CE
FOXCONECT PROVEDOR DE INTERNET LTDA;16/06/2011;São José do Ouro;RS
IRAN RIBEIRO SILVA INFORMATICA - ME;01/12/2014;Urandi;BA
DELTA BROADBAND TELECOM PROVEDORES DE INTERNET LTDA ME;08/01/2013;Luís Eduardo Magalhães;BA
VADER LOBO DE ARAÚJO - ME;17/02/2016;Maranguape;CE
KZNET TELECOM LTDA - ME;29/06/2017;Serrinha;BA
TATIANA DE ANDRADE;03/08/2016;Hortolândia;SP
INSIDE NET SERVIÇOS DE INTERNET LTDA - ME;07/03/2016;Fortaleza;CE
WAYCONNECT INTERNET E TELECOM LTDA - ME;17/05/2011;Jaguariúna;SP
SEBASTIAO EUSTAQUIO COELHO;16/03/2010;Governador Valadares;MG
DIGITAL NET LTDA;28/12/2010;Natividade;RJ
SEABRAS 1 BRASIL LTDA.;13/12/2016;São Paulo;SP
F W G SANTOS TELECOMUNICAÇÕES - ME;04/03/2015;Canindé;CE
JMA NET TECNOLOGIA E EMPREENDIMENTOS LTDA;14/10/2010;Santarém;PA
USE TELECOMUNICAÇÕES LTDA;16/03/2010;Salvador;BA
BIA PADUA INTERNET E SERVIÇOS DE COMUNICAÇÃO MULTIMÍDIA;29/11/2004;Santo Antônio de Pádua;RJ
L C F SILVA - TELECOM - ME;08/11/2012;Maringá;PR
W M S FONTES - INFORMATICA - ME;06/11/2015;Imperatriz;MA
BRUNO GRANADIER ESCORSIN;13/04/2016;Carlópolis;PR
CI CENTRO DE INFORMACOES LTDA ME;06/07/2009;Aracaju;SE
E M C TAVARES SERVICOS DE INFORMATICA LTDA;12/05/2010;Belém;PA
VECTRA CONSULTORIA E SERVICOS LTDA;06/05/2010;Recife;PE
R. S. DOS SANTOS - ME;26/07/2017;Fortaleza;CE
F W COMUNICACOES LTDA - ME;04/09/2009;Paranavaí;PR
AMW PROVEDOR DE ACESSOS E SERVICOS EM REDES DE COMUNICACOES LTDA ME;21/01/2013;Cachoeira de Minas;MG
SPEEDCONECT SERVICOS E TECNOLOGIA LTDA - ME;06/02/2017;Seabra;BA
MARTINS & MARTINS TELECOM LTDA - ME;06/01/2017;Recife;PE
SILGUI - NET COMERCIO DE PRODUTOS DE INFORMATICA LTDA;21/12/2010;Jaci;SP
NEWERTECH SOLUCOES TECNOLOGICAS E PRODUTOS DE INFORMATICA LTDA - ME;10/02/2016;Embu das Artes;SP
PABLO B. ZUCOLOTO ME;02/03/2011;Jerônimo Monteiro;ES
JOAÇABA TELECOMUNICAÇÕES LTDA - ME;12/02/2010;Joaçaba;SC
ALEKSSANDRO SOARES DA SILVA - ME;22/07/2016;Maracanaú;CE
NATEL TELECOM EIRELI - ME;29/03/2011;Belém do São Francisco;PE
ANTONIO MARCOS DOS SANTOS - ME;27/02/2013;Guariba;SP
PXNET TELECOMUNICAÇÕES E INFORMÁTICA LTDA - ME;26/12/2014;Luziânia;GO
TERESINET TELECOMUNICACOES LTDA - ME;14/09/2016;Teresina de Goiás;GO
MODERNA TELECOMUNICAÇÕES LTDA;07/11/2011;São Paulo;SP
LILIANE ALMEIDA L PARENTE ME;26/08/2014;Frecheirinha;CE
ZL.COM TELECOM LTDA - ME;16/02/2017;Petrópolis;RJ
PCNET TELECOMUNICACOES LTDA - ME;23/07/2012;Sapezal;MT
BALSAS NET LTDA ;25/08/2011;Balsas;MA
JTI LTDA - ME;17/01/2011;Tarauacá;AC
ANA FLAVIA SOUZA CPF 101175586-64 - ME;31/08/2016;Diamantina;MG
VINNI.NET TELECOM LTDA ME;22/03/2013;Marcionílio Souza;BA
GOPLEX TELECOMUNICACOES E INTERNET LTDA ME ;05/05/2009;Barra Mansa;RJ
ANDRE LUIZ FERNANDES DOS SANTOS;17/09/2014;Petrolina;PE
BARCELOS COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA ME;15/08/2012;Pouso Redondo;SC
IMC TELECOMUNICAÇÕES LTDA - ME;07/01/2015;Brasília;DF
CELANTE SERVICOS DE TELECOMUNICACOES LTDA EPP;09/06/2003;Erechim;RS
ARLINDO FRANCISCO DE SOUZA JUNIOR ME;29/09/2016;Jaqueira;PE
RODRIGUES & LIMA LTDA - ME;29/11/2017;Paranaíba;MS
TECHS TECNOLOGIA EM HARDWARE E SOFTWARE LTDA. - EPP;11/11/2009;Araraquara;SP
EMPRESA EDITORA A TARDE S A;16/07/2007;Salvador;BA
MOSAICO TELECON LTDA ME;22/09/2009;Balneário Piçarras;SC
GT NET SOLUCOES EM T.I. LTDA - ME;07/07/2016;Terezópolis de Goiás;GO
PARANET TELECOM EIRELI - ME;21/11/2016;Presidente Olegário;MG
GLOBAL SOLUÇÕES EM TECNOLOGIA E TELECOMUNICAÇÕES LTDA. - ME;15/04/2014;Governador Valadares;MG
GEIZA TEIXEIRA MARTINS IIDA - ME;06/09/2016;Pirapora;MG
BR LIVE TELECOMUNICACOES LTDA ME;22/09/2009;Rio do Sul;SC
GILBERTO MORALES INFORMATICA EIRELI - EPP;08/04/2015;Pontes e Lacerda;MT
NEW CENTER AUTO SOM, ELETRONICA E INFORMÁTICA LTDA - ME;18/11/2014;Cruzeiro do Sul;RS
PISP TECNOLOGIA EIRELI ME;20/11/2015;São José;SC
ZAP ON-LINE LTDA ME;25/01/2012;Bom Despacho;MG
REDE GLOBAL TECNOLOGIA LTDA-ME;30/11/2012;Viradouro;SP
TRIC TELECOM EIRELI EPP;29/07/2016;Bombinhas;SC
TEKNET SERVICOS DE TELECOMUNICACOES LTDA  - ME;27/10/2016;São José dos Pinhais;PR
VINHEDOS INTERNET EIRELI - ME;01/02/2017;Carlos Barbosa;RS
JOSÉ ALEXANDRE  LUNA -ME;17/04/2015;Bataguassu;MS
RAUFER INFORMATICA LTDA;28/10/2014;Sapiranga;RS
A. J. D. DA SILVA MANUTENÇÃO DE MICRO;07/12/2015;Teresópolis;RJ
POSSAMAI TELECOMUNICAÇÕES LTDA - ME;08/07/2015;Água Boa;MT
ACESSO TOTAL COMERCIO, INTERNET E SERVICOS EIRELI - EPP;25/09/2007;Campos dos Goytacazes;RJ
SOLANGE DE SOUZA FELIX - ME;29/06/2016;Itapororoca;PB
IP TELECOM LTDA - ME;16/04/2010;Ipirá;BA
MFOUR PROVEDOR E INFORMÁTICA DE PARAGUAÇU LTDA - ME;28/06/2010;Paraguaçu Paulista;SP
NET. POINT2I TELECOM LTDA - ME;12/11/2015;Salvador;BA
NANOBIT MULTIMIDIA LTDA ME;22/02/2012;Feira de Santana;BA
NOLVER INFORMATICA LTDA. - EPP;31/01/2011;Atibaia;SP
MAIKOL CAMPANINI INFORMATICA ME;27/03/2009;Londrina;PR
NEMESIS PROVEDORES DE ACESSO AS REDES DE COMUNICACOES E INFORMATICA LTDA;06/07/2010;Inhumas;GO
LINEATECH TELEINFORMATICA LTDA;14/02/2017;São Paulo;SP
BIT INFORMÁTICA EIRELI - ME;03/04/2006;Aracati;CE
JS TELECOMUNICACOES EIRELI - ME;15/07/2016;Itaporã;MS
CSNETWORK SERVIÇOS DE INTERNET E COMUNICAÇÃO MULTIMÍDIA LTDA - ME;21/05/2014;Lages;SC
FOZ LIVE SERVICOS DE TELECOMUNICACOES LTDA - ME;30/10/2017;Foz do Iguaçu;PR
ERISSON F GONÇALVES - ME;29/12/2014;São Gabriel da Cachoeira;AM
REAL NET SERVIÇOS DE INTERNET LTDA ME;31/01/2011;Arealva;SP
VANDERLAN DA SILVA MACHADO - ME;30/09/2014;Cacequi;RS
CEDNET - PROVEDOR DE INTERNET EIRELLI EPP;28/09/2009;Chavantes;SP
CASSIANO RODRIGUES DE BRITO 97427365100;28/07/2016;Lagoa da Confusão;TO
CR NET TELECOMUNICAÇÕES LTDA - ME;01/04/2014;São Gonçalo;RJ
CARRENHO E PELEGRINO LTDA-ME;30/04/2008;Juara;MT
MIRIELY DE LIMA MORETTI BERNARDES - ME;20/06/2011;Mirassol d'Oeste;MT
F. DE A. IBIAPINA;31/05/2017;Caxias;MA
MATTA CARVALHO TELECOM LTDA - ME;18/07/2014;Dumont;SP
AFINET SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA ME;16/09/2010;Duque de Caxias;RJ
MICROBLUE COMERCIO DE COMPUTADORES E ACESSORIOS LTDA ME;12/01/2012;Monte Azul Paulista;SP
SPEEDYBEL TELECOMUNICAÇOES LTDA ME ;31/10/2012;São José do Belmonte;PE
INFORNET PROVEDOR DE INTERNET E COMERCIO EIRELI - EPP;06/10/2003;Senhor do Bonfim;BA
CONSULTORIA EM TI E ENSINO OFFICE LTDA - ME;17/06/2016;Itajaí;SC
GUIMARÃES E GONÇALVES INFORMATICA LTDA - ME;19/06/2015;Petrolina;PE
REALLINK INFORMATICA LTDA ME;21/01/2013;Nova Mutum;MT
L. DE ARAUJO BARRETO COMUNICAÇÃO EIRELI - ME;11/02/2015;Bento de Abreu;SP
WSNET TELECOM LTDA - ME;23/06/2010;Itanhaém;SP
MV COMUNICAÇÕES LTDA - ME;02/09/2013;Santa Efigênia de Minas;MG
AONET TELECOM EIRELI - ME;14/10/2010;Duartina;SP
X TURBO PROVEDOR DE INTERNET LTDA;21/09/2011;Araras;SP
MAIS INTERNET COMERCIO SERVICOS E TELECOMUNICACOES LTDA  - ME;31/03/2017;Itaiçaba;CE
TLN TELECOMUNICAÇÕES LIMITADA;24/03/2015;Serra Negra;SP
FATTOTELECOM VOIP SERVICOS DE TELEFONIA IP E INFORMATICA LTDA - EPP;24/02/2017;Diadema;SP
MAY NET TELECOMUNICAÇÕES E INFORMATICAS LTDA ME;23/01/2007;Dourados;MS
BRUNO CAMPOS VALENTE FLORENTINO - ME;21/06/2016;Mantena;MG
GERALDO MARQUES DA SILVA - ME;14/10/2016;Areia Branca;RN
ON TELECOMUNICACOES SERVICOS EIRELI - ME;06/06/2016;Pedro Leopoldo;MG
GOIÁS CONECT TELECOM EIRELI - ME;13/07/2016;Goiânia;GO
REDE LANDAN INTERNET EIRELI - ME;16/05/2017;São Paulo;SP
Cti.com Tecnologia e Comunicação de Dados Eireli;11/08/2016;Diadema;SP
SANTOS & FEL WIRELESS E INFORMÁTICA LTDA - ME;30/11/2015;Cachoeirinha;RS
FURSINE LTDA ME;08/07/2015;Belo Horizonte;MG
MARIA IARA DE LIMA MORAIS - ME;03/01/2017;Paracuru;CE
EVANDRO HENRIQUE DE OLIVEIRA - ME;29/11/2010;Palmares Paulista;SP
AV3M TELECOM & MULTIMIDIA LTDA - ME;01/02/2016;Manoel Viana;RS
MEGANET REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES LTDA - ME;16/06/2015;Rolim de Moura;RO
R.R.M. SERVICOS DE INFORMATICA LTDA;08/09/2008;Sobral;CE
LINKTAP INFORMATICA LTDA - ME;03/02/2014;Tapira;MG
SOLANGE MARIA SILVA DANTAS - ME;04/01/2017;Fortaleza;CE
INFINITUS BRASIL TELECOMUNICAÇÕES LTDA - EPP;26/05/2015;São Paulo;SP
TURBO NET TELECOMUNICAÇAO LTDA  ME;14/11/2011;Paranaíba;MS
BMI - TELECOMUNICAÇÕES LTDA - ME;09/06/2014;Ibirité;MG
FILIPE ROBERTO DOS SANTOS - ME;07/08/2017;Mariana;MG
LUCIANE REGINA VALENGA;23/05/2013;Ortigueira;PR
EN INFORMATICA & PROVEDOR DE INTERNET LTDA - ME;02/03/2015;Tabira;PE
EMANUELA DE LIMA MEDEIROS;06/02/2017;Pendências;RN
VIPWAY TELECOMUNICAÇÕES LTDA;20/07/2005;Santos;SP
LINK POINT SERVICOS LTDA ME;06/05/2010;Maceió;AL
CLICK COMUNICAÇÕES LTDA.;22/07/2010;Alvinópolis;MG
ALPHAMS INTERNET LTDA-ME;08/10/2010;Nova Andradina;MS
MANTIQUEIRA TECNOLOGIA LTDA;11/03/2010;Passa Quatro;MG
STECOM - TELEINFORMATICA LTDA ME;20/08/2010;Guaratinguetá;SP
HIGH CONNECT REDES ELÉTRICAS E DE TELECOMUNICAÇÕES LTDA EPP;10/04/2012;Rio de Janeiro;RJ
VIEIRA & SALMIM LTDA - ME;17/06/2016;Nova Mamoré;RO
REDE.COM TELECOM LTDA - ME;11/08/2016;Santa Cruz do Capibaribe;PE
VISTAMAR SERVICOS TECNICOS E COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;19/05/2010;Rio de Janeiro;RJ
JNET PROVEDORES DE INTERNET LTDA - ME;18/08/2016;Maranguape;CE
T. B. VALENTE & CIA LTDA - ME;19/08/2014;Bocaiúva do Sul;PR
LETÍCIA FERNANDES RIBEIRO VIANA - ME;21/05/2014;Itapetininga;SP
AMPAROWEB COMERCIAL E INTERNET LTDA;16/01/2009;Amparo;SP
NETDIGITAL TELECOMUNICACOES LTDA;22/09/2009;Cambé;PR
EZEQUIEL M. DE PADUA - ME;21/06/2017;Novo Progresso;PA
B2 NETWORKS MULTIMIDIA LTDA - ME;31/05/2017;Guarulhos;SP
PARAISONET LTDA;30/11/2009;São Sebastião do Paraíso;MG
INOVACAO TECNOINFO COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;06/07/2009;Condor;RS
LAP JUNIOR EIRELI ME;27/10/2014;Curiúva;PR
CONECTSUL - COMERCIO E SERVICOS LTDA.;30/05/2008;Tapes;RS
WL GARCETE DA SILVA - ME;14/06/2017;Primavera do Leste;MT
MARCIO DE ROURE MORAIS - ME;28/02/2014;Luziânia;GO
DIEGO BORGES DA SILVA 01690878673 - EPP;16/05/2017;Belo Horizonte;MG
INTERVIVA TELECOM E SERVIÇOS LTDA -ME;08/07/2014;Vila Valério;ES
B&W INFORMATICA LTDA;02/07/2012;Lajeado;RS
GILBERTO LEANDRO PERON & CIA LTDA - ME;12/05/2016;Peabiru;PR
N & G TECNOLOGIA LTDA;20/02/2009;Salvador do Sul;RS
ADILSON GUTH - ME;02/09/2014;Bom Princípio;RS
A L DE MENEZES E LIMA LTDA - ME ;30/05/2016;Brejo da Madre de Deus;PE
MIRSOFT INFORMATICA LTDA-ME;16/12/2014;Mirabela;MG
K L M SERVICOS DE TELECOMUNICACOES LTDA;27/07/2009;Terra Roxa;PR
ALAN MARCELO DA SILVA - ME ;11/03/2010;Loanda;PR
RADIOSCAN TELECOM COMERCIO DE COMPONENTES ELETRÔNICOS LTDA;29/08/2014;Maringá;PR
CYBERNET TELECOM SERVICOS DE INTERNET LTDA - ME;26/09/2016;Paulo Afonso;BA
MURILLO J. ALTEIA - ME;21/01/2013;Boa Esperança do Sul;SP
BRATELCO TELECOMUNICACOES LTDA;17/11/2010;Porto Alegre;RS
BITMAX INFORMATICA E TELECOMUNICACOES LTDA - ME;17/03/2017;Santa Filomena;PE
LINENET SUPRIMENTOS PARA INFORMATICA LTDA-ME;31/07/2009;Padre Bernardo;GO
A C N DE MOURA - ME.;15/10/2014;Massapê;CE
FABIO DE SOUZA LEITE -ME;03/12/2014;Assaré;CE
ICENET TELECOMUNICACOES LTDA - ME;26/01/2010;Pirapozinho;SP
WEBSMART - INTERNET LTDA - ME;06/02/2017;Lajinha;MG
INFOCAT INFORMATICA CATANDUVA LTDA;18/03/2013;Catanduva;SP
RUBENS JOSE BELAO - ME;17/05/2011;Três Fronteiras;SP
R. F. GONZALEZ - ME  ;07/12/2015;Nazaré Paulista;SP
ALISSON HENRIQUE DUARTE SERVICOS - ME;16/05/2017;Fortaleza;CE
LVP OLIVEIRA & CIA LTDA - ME;07/05/2014;Carinhanha;BA
KATER TELECOMUNICACOES LTDA - ME;17/02/2017;Belo Horizonte;MG
IGRI TELECOM LTDA - ME;07/01/2015;Campo Alegre de Goiás;GO
G 5 NET INTERNET DIGITAL LTDA - ME;18/03/2013;São Carlos do Ivaí;PR
LEMA TELECOM LTDA - ME;23/09/2013;Tubarão;SC
RADIO GAGA INTERNET E SERVICOS LTDA ME;25/08/2011;Araguari;MG
MARCIO LUIS SELL - TELECOM - ME;13/12/2016;Lajeado;RS
MULTPONTOS TELECOM LTDA - ME;21/01/2010;Cássia;MG
NORTE TELECOMUNICACOES MULTIMIDIA LTDA - ME;14/11/2011;Pimenta Bueno;RO
Leonice Oliveira de Souza ME;05/03/2014;Virgem da Lapa;MG
CENTRO OESTE PROVEDOR DE INTERNET BANDA LARGA VIA RADIO LTDA.;03/11/2008;Anápolis;GO
ALADUSNET INFORMÁTICA E TELECOMUNICAÇÃO LTDA - ME;28/07/2016;Curitiba;PR
REDE ASA NET LTDA - ME;01/10/2013;Parnaíba;PI
CAWEB INFORMATICA LTDA - ME;02/04/2004;Codó;MA
BR NET EIRELI - ME;21/07/2015;Santarém;PA
PWT INTERNET E TECNOLOGIA LTDA - ME;24/06/2016;Inhaúma;MG
NEUZA BENEDTO DA SILVA ME;24/09/2013;Monte Mor;SP
LUCIANA GONCALVES DE SOUZA FERNANDES EIRELI - ME;10/10/2016;Caraguatatuba;SP
BR NET - PROVEDOR DE ACESSO A REDE DE COMUNICAÇÃO LTDA ME;16/09/2010;Londrina;PR
COMPUSERVICE EMPREENDIMENTOS LTDA;14/06/2002;Macapá;AP
MASS TELECOMUNICAÇÃO LTDA ;19/02/2016;Barreiras;BA
ZETANET COMERCIO E SERVICO LTDA - MICROEMPRESA;10/08/2010;Brochier;RS
F. S. DA S. OLIVEIRA - ME ;06/11/2015;Parnarama;MA
IP-COM DO BRASIL LTDA;03/09/2003;São Paulo;SP
ZANELLA NETWORKS LTDA;03/11/2008;Nova Araçá;RS
FOX TELECOM LTDA;06/12/2010;Campinas;SP
PAULO FABIANO DA SILVA PONTES - ME;10/10/2016;São Gonçalo do Amarante;RN
INTERNET SAT SERVICOS DE TELECOMUNICACOES LTDA - ME;02/02/2017;Barueri;SP
LIVRE WIFI TELECOM EIRELI;07/03/2016;Canaã dos Carajás;PA
NETDIGIT TELECOMUNICACOES LTDA;03/11/2008;Bauru;SP
DANIELLE PIMENTEL PINTO - ME;03/05/2017;Lajeado;RS
VIACEL SERVICOS E TELECOMUNICACOES LTDA  - ME;10/02/2017;Chapecó;SC
CYBER CONNECT INFORMATICA LTDA;21/10/2015;Tarumirim;MG
ANTONIO CLEITON BELISARIO PINHEIRO JUNIOR-ME;17/02/2016;São Gonçalo do Amarante;CE
N.M.M.O.A. Silva - Me;11/08/2015;Barra do Garças;MT
T. TELES LEITE TELECOMUNICACOES LTDA  - ME;21/06/2017;Rio das Ostras;RJ
CYBER-MIDIA EMPREENDIMENTOS, ASSESSORIA E INFORMÁTICA LTDA;29/03/2007;Senhor do Bonfim;BA
MICHEL ROCHA CANAVARRO - ME;03/11/2016;Vera Cruz;BA
SSM TELECOM E SERVICOS LTDA - ME;24/04/2017;Guamaré;RN
EVERTON HAISE TAQUES & CIA LTDA;29/06/2011;Ipiranga;PR
SSTV - SISTEMA SUL DE TELEVISÃO LTDA;16/09/2010;Tubarão;SC
EXATA SERVICOS DE COMUNICACOES LTDA;21/01/2008;Coreaú;CE
R&R COMERCIO DE INFORMATICA E EQUIPAMENTOS ELETRONICOS LTDA;12/02/2014;Brasília;DF
NET AMAZONIA COMERCIO DE INFORMATICA LTDA - ME;19/09/2013;Humaitá;AM
F D CAVALCANTE DE LIMA - ME;16/12/2015;Horizonte;CE
C. P. MOVEIS E ELETRODOMESTICOS LTDA;18/08/2009;Paraguaçu Paulista;SP
ESPAÇO LINK TELECOMUNICAÇÕES LTDA - ME;11/08/2016;Guarulhos;SP
MARCELO DE OLIVEIRA SANTANA COMUNICAÇÕES - ME;07/11/2014;Arujá;SP
PORTALNET ACESSO A INTERNET LTDA;16/07/2003;Campinas do Sul;RS
TECKLINK NET TELECOMUNICAÇÕES EIRELI - EPP;18/03/2013;Itu;SP
E H CORNEJO BOCANEGRA - EPP;08/12/2015;Benjamin Constant;AM
TCPNET-INFORMATICA E COMUNICACAO MULTIMIDIA LTDA - ME ;21/09/2011;Glicério;SP
R R S TELECOMUNICACOES DO BRASIL  - ME;14/11/2016;Angra dos Reis;RJ
GILDEMBERG DE SOUZA ANDRADE ACESSO A INTERNET - EPP;02/06/2017;Petrolina;PE
CCNET - SERVICOS DE CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA;09/02/2011;Mirangaba;BA
LUIZ H. F DA HORA - ME;11/04/2013;Conchal;SP
CYBER INFO PROVEDOR DE ACESSO LTDA - ME;10/12/2015;Acaraú;CE
PATRICIA KASOKWS COELHO DE ALMEIDA - ME;24/03/2017;Itapeva;SP
PREDLINK REDE DE TELECOMUNICACOES LTDA - EPP;17/12/2004;Niterói;RJ
BERTONE MARTINS ALCANFOR;19/06/2015;Porto Nacional;TO
TERA TELECOM EIRELI;02/04/2013;Santa Cruz do Rio Pardo;SP
CW7 TECNOLOGIA LTDA - ME;28/11/2016;Campinas;SP
ASISTEC WIRELESS LTDA.;12/04/2011;Pedro Osório;RS
JPP PANCINI LTDA - ME;26/02/2014;Alto Rio Novo;ES
MGNET MOC LTDA-ME;22/03/2010;Montes Claros;MG
L H FERREIRA ZOBY - ME;19/08/2016;Garanhuns;PE
ACESSO RÁPIDO TECNOLOGIA DA INFORMAÇÃO LTDA - ME;08/07/2014;Caruaru;PE
ESTREITONET LTDA;11/09/2007;Estreito;MA
APANET COM. E SERVICOS DE INTERNET LTDA-ME.;22/10/2010;Tucumã;PA
CLUUB INTERNET E SERVICOS LTDA - ME;31/03/2017;Campos dos Goytacazes;RJ
EMPRESA MONLEVADENSE DE TELECOMUNICACOES LTDA - ME;02/05/2016;João Monlevade;MG
ELINALDO JOSE DA SILVA SERVICOS DE TELECOMUNICACOES - ME;14/09/2016;Barra de Guabiraba;PE
AVANTEK TECNOLOGIA DA INFORMAÇÃO EIRELI - ME;12/02/2016;Viana;ES
E S Q DE LIMA ME;06/05/2014;Joaquim Nabuco;PE
FALCONNET PROVEDORES E SERVICOS DE COMUNICACAO E MULTIMIDIA EIRELI  - ME;14/11/2016;Novo Gama;GO
AVSAT TELECOM SERVICOS MULTIMIDIA LTDA - ME  ;17/11/2010;Três Cachoeiras;RS
WEBBQ COMUNICAÇÕES LTDA - ME;08/04/2015;Barroso;MG
ROOSEVELT HOUSE LTDA ME;22/12/2009;Brasília;DF
TALKLINK INFORMATICA LTDA - EPP;01/06/2010;Rio Claro;SP
FATOR HUMANO SOFTWARE & NETWORKING LTDA.;15/08/2012;Curitiba;PR
BIANCHI & BARROS PROVEDORES E INFORMATICA LTDA ME;06/07/2009;Miguelópolis;SP
NETWORK INTERNET DE TERESOPOLIS LTDA;23/05/2013;Teresópolis;RJ
OLIVEIRA SANTOS TELECOMUNICAÇÕES LTDA - ME;18/02/2016;Rio de Janeiro;RJ
GPT - GLOBAL PAICANDU TELECOM LTDA ME;31/10/2012;Paiçandu;PR
JACKSON DAVID VIERA ME;19/08/2016;Caucaia;CE
MICRO WEB INFORMÁTICA  EIRELI - ME;22/02/2012;Astorga;PR
ACOM TV LTDA;24/04/2014;São Paulo;SP
